original_text,augmented_text,label,reason
find these files and hence short circuit aborttask.,Find these files and Hence short circuit aborttask.,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
this class represents queue user resource usage info for a given partition,this class represents queue user resource usage info for a have partition,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
find these files and hence short circuit aborttask.,find these files and therefore short circuit aborttask.,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
files left behind in aborttask.,files remaining behind in aborttask.,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
this abstract class is for monitoring health of timeline storage.,This abstract class is for supervise wellness of timeline Storage.,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
this class is just to replace a category reference in org^eclipse.cdt^ui that we exclude because we do not bring in the org^eclipse.cdt^managedbuild.ui plug in.,this class is just to interchange a class Reference in org^eclipse.cdt^ui that we Exclude because we do not bring in the org^eclipse.cdt^managedbuild.ui plug in.,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
this class represents queue user resource usage info for a given partition,this class represents queue user resource usance info for a founder partition,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
"a select all event, fired by the grid when it needs all rows in data source","a select all event, fired by the grid when it motive all row in datum Source",[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
utils functions to help block functions.,utils affair to help block functions.,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
find these files and hence short circuit aborttask.,find these files and hence shortstop circuit aborttask.,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
"a select all event, fired by the grid when it needs all rows in data source","a prize all event, burn By the grid when it needs all rows in Data source",[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
utility for sampling and computing cpu usage.,utility for Sampling And Computing cpu Usage.,[1 0 0 0 0 0 1],Class has 8 samples (Target 100)
these are unnecessary,These are unneeded,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
but mandatory .,But mandatory .,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,methods Inherited from abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this jury can only stop vscrolltablerow type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,method inherited from abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,Methods inherited from abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this ratelimiter would immediately,this Ratelimiter would immediately,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
these are unnecessary,these are Unnecessary,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can only Contain vscrolltablerow Type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,methods transmitted from abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,involve expensive computation as these method Could be Invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,Most of them are not supported In this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,regard expensive computation as these method could be invoked in Rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this ratelimiter would immediately,this Ratelimiter would Immediately,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this ratelimiter would immediately,This ratelimiter would immediately,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,methods inherited from Abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,Involve expensive computation As these method could be appeal in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them Are not Supported in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
it is excepted that any of the,it Is excepted that any of the,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,Involve expensive computation as These method could be Invoked In rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
but mandatory .,but mandatary .,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
these are unnecessary,these Are Unnecessary,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them Are not Supported in this Implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
it is excepted that any of the,it is excepted that Any of the,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this ratelimiter would immediately,this ratelimiter would Immediately,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,involve expensive computation as these method could Be stir in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,near of them are not supported in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,methods genetic from abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,Methods inherited From abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them are not indorse in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,need expensive computation as these method could be conjure in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
but mandatory .,but compulsory .,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this empanel Can just curb vscrolltablerow typewrite of Widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,ask expensive computation as these method could Be invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,nearly of them are not supported in this Implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,This panel can only Contain vscrolltablerow type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,ask expensive computation as these method could be Invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,affect expensive figuring as these method could be invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can solitary contain vscrolltablerow Type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
these are unnecessary,these are unneeded,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
these are unnecessary,these Are unnecessary,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,require expensive computation as these method could be invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,involve expensive computation As these method could Be invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them are not suffer in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
it is excepted that any of the,it is omit that any of the,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
it is excepted that any of the,it is excepted that any of The,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
it is excepted that any of the,It is omit That any Of the,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
but mandatory .,But compulsory .,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,methods familial from abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,method inherited From abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
but mandatory .,but required .,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,almost of them are Not brook In this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,about of them are not supported in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,need expensive computation as these method could be invoked in Rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,This jury can only contain vscrolltablerow type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can only contain vscrolltablerow character of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them are not Supported in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can exclusively contain vscrolltablerow type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,about of them are not supported in This implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this ratelimiter would immediately,this ratelimiter would forthwith,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can simply Contain vscrolltablerow type Of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
but mandatory .,but Mandatory .,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
it is excepted that any of the,it is except that any of the,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,virtually of them are not supported in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this ratelimiter would immediately,this ratelimiter would straightaway,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,demand Expensive computation as these method could be raise in Rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,method transmitted from abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
but mandatory .,but mandate .,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,involve expensive computation as these method could be arouse In rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
methods inherited from abstractcomponentcontainer.,method familial from abstractcomponentcontainer.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this impanel can only control vscrolltablerow typecast of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them are not stomach in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
these are unnecessary,These are unnecessary,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,Involve expensive computation as these method could be invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of Them are not digest in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can only bear vscrolltablerow type of Widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can Only contain vscrolltablerow type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,postulate expensive computing as these method Could be invoked In rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,involve expensive figuring as these method could be Invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel Can alone contain Vscrolltablerow type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them are not endure in this Implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this Panel can only Contain vscrolltablerow case of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them are not patronize in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can only contain vscrolltablerow type Of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this ratelimiter would immediately,this Ratelimiter Would forthwith,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them are Not digest in this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can merely contain vscrolltablerow type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,require expensive computation as These method could Be invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
involve expensive computation as these method could be invoked in rpc.,affect expensive computation as these Method Could be invoked in rpc.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this panel can only contain vscrolltablerow type of widgets.,this panel can entirely incorporate vscrolltablerow type of widgets.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
most of them are not supported in this implementation.,most of them are not supported In this implementation.,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
this ratelimiter would immediately,this ratelimiter Would immediately,[0 0 1 0 0 0 1],Class has 8 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","be a train in The version particular list, usually a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,constitute a version tilt item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,represents A version inclination item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a string in the version item list, usually a Qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,represents a numeric item in the variant item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,represents a numeric item in the edition item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time it takes to move to the bequeath pass k permits , is equal to the Area Of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for the global particular leaning and for sub lists which outset,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the clock it takes to move to the impart spend k permits , is equal To the area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is Used both for the global item list and for sub inclination which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a string In the Version item list, normally a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,symbolise a numeral item in the version item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,the subroutine Of breadth k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,the function Of width k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time it require To Move To the result pass k permits , is equal to the Area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,represents a numeric Item In the version item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,represents a reading List item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,The function of Width k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the clip it takes to move To the left spend k permits , is equal to the arena of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for the global item tilt and for sub Lists which get,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the meter it necessitate to proceed to the forget Spend k permits , is equal to the orbit of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
generic implementation of version comparison.,generic implementation of translation Comparison.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","play a string in the version item list, unremarkably A qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for the world item list And for sub lists which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,present a version list item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p In summary, the time it takes to move to the left Spend K permits , is equal to the area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,the function of width K.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,comprise a numeric item in the version Item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","be a train in the version item list, usually a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,represents a variation list item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,symbolise a numeric particular in The version token list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for the global item list and for sub list which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,This class is used both for the global item name and for sub lists which protrude,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, The clip it takes to move to the impart drop K permits , is Equal to the Area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
generic implementation of version comparison.,generic implementation of Version comparison.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a string in the version item list, Usually A qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time it convey to move to the left spend k allow , is equal to the arena of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,the procedure of breadth k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for the worldwide point List and for sub lean Which outset,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","symbolize a draw in the version item list, usually a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,represents A version name item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","defend a string in the Version item list, ordinarily a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,the procedure of Width k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,represents a numeric item In the version item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a strand in the version token list, normally a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,the map of breadth k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for The global point list and for Sub number which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a train in the variant token list, ordinarily a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,The purpose of width k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, The time it takes to move to the provide spend k permits , is equal to the field of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for the global detail number and for sub lists which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time it takes To move to the left spend k permits , is adequate to the area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,represents a adaptation list item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time it takes to move to the left Spend k permits , is equal to The area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","present a string in the Version point list, usually a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,Represents a numeric item in the version item List.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represent a String in the version item list, unremarkably a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time it Takes to move to the odd Spend k Permits , is be to the country of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,interpret a reading name item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for The global Item list and for Sub lists which commence,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time It takes To motivate to the provide Spend k allow , Is equal to the area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,The subprogram of breadth k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for the global item list and for sub Lists which protrude,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in Summary, the Time it Takes to proceed to the left Spend k Permits , is equal to the Area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a string in the version item List, usually a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","typify a string in the variant item list, unremarkably a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class Is used both for the global item list and for sub lists which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,represents a numeric token In the version item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used Both for the global item list and for sub name which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is used both for the planetary item list and for sub lists which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,the function of Width k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,represents a version lean item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","be a String in the Version item list, usually a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,comprise a numeric item in the version item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class is expend both for the global item List and for Sub tilt which kickoff,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,constitute a numeric token in the variation token list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time it takes to move to the impart Spend k permits , is equal to the Area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,comprise a numeric detail in The version token list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,represents a numeric detail in the version particular list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
generic implementation of version comparison.,generic implementation of adaptation comparison.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time It takes to move To The left Spend k permits , is equate to the area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a drawstring in the Version item list, normally a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the function of width k.,The subprogram Of width k.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
this class is used both for the global item list and for sub lists which start,this class Is used both for the spherical item list and for sub lists which start,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
generic implementation of version comparison.,generic effectuation of version comparison.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time It takes To move to the left spend k permits , is equal to the Area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a string In the version item list, usually a qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p In summary, the clock it takes to move to the result pass k Permits , is equal to the Area of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, The metre It select to move to the entrust spend k permits , Is equal to the sphere of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a numeric item in the version item list.,present a numeric item In the edition item list.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"p in summary, the time it takes to move to the left spend k permits , is equal to the area of","p in summary, the time it takes to move to the left spend K permits , is equal to the arena of",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
"represents a string in the version item list, usually a qualifier.","represents a draw in the rendering item list, usually a Qualifier.",[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
represents a version list item.,typify a version list item.,[1 0 0 1 0 0 0],Class has 7 samples (Target 100)
the maximum number of permits that can be saved when the ratelimiter is unused is defined in,the maximum number of licence That can be saved when the ratelimiter is unused is defined in,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
the maximum number of permits that can be saved when the ratelimiter is unused is defined in,the maximum number Of permission that can be saved when the ratelimiter is fresh is defined in,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
each group should contain objects,each Group should bear objects,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
each group should contain objects,apiece group should Contain Objects,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
was not changed in order to preserve backwards compatibility.,was not change in grade To preserve back compatibility.,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
was not changed in order to preserve backwards compatibility.,was not Changed in club to preserve backward Compatibility.,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
the maximum number of permits that can be saved when the ratelimiter is unused is defined in,the maximum Number of license that can be saved when the ratelimiter is Unused is defined in,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
the maximum number of permits that can be saved when the ratelimiter is unused is defined in,the maximum turn of permits that can be saved when the ratelimiter is unused is limit in,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
"p this tests @code foo^equals foo , @code foo^equals null , and a few other operations.","p this Tests @code foo^equals foo , @code foo^equals null , and a few Other operations.",[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
each group should contain objects,apiece group should contain objects,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
was not changed in order to preserve backwards compatibility.,was not changed in order to conserves backwards compatibility.,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
was not changed in order to preserve backwards compatibility.,was not changed in say to conserves rearward compatibility.,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
implementation with no changes to the list of enabled ciphers.,implementation with no interchange to the list of enabled ciphers.,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
implementation with no changes to the list of enabled ciphers.,execution with no changes to the leaning of enabled ciphers.,[0 0 0 1 0 0 1],Class has 5 samples (Target 100)
